spider,tub,container,noise_location,Week,Box,Area,pic_mean,black_mean,white_mean,StdDev,Min,Max
AP138,7,8,rural,5,picture,17.574,80.392,75.033,237.893,19.78,12,194
AP138,7,8,rural,6,picture,20.306,71.939,38.932,229.475,20.38,0,205
AP161,7,9,rural,1,picture,9.12,65.226,45.893,236.045,23.535,6,213
AP071,8,1,city,1,picture,18.585,52.16,54.835,224.855,18.834,1,242
AP071,8,1,city,2,picture,21.972,57.985,26.51,216.123,19.667,0,187
AP071,8,1,city,3,picture,21.332,57.43,24.267,216.968,18.341,0,172
AP071,8,1,city,4,picture,13.716,58.218,23.995,201.592,18.187,1,186
AP071,8,1,city,5,picture,16.545,56.157,26.544,217.516,20.36,1,232
AP071,8,1,city,6,picture,20.394,49.559,48.906,217.591,18.809,0,181
AP200,8,2,rural,1,picture,14.04,64.601,55.355,238.934,22.099,14,202
AP200,8,2,rural,2,picture,20.063,71.013,47.046,245.237,20.984,13,216
AP200,8,2,rural,3,picture,12.091,46.67,39.157,216.24,14.092,3,141
AP112,8,3,city,1,picture,17.633,58.876,32.455,236.717,17.026,8,207
AP112,8,3,city,2,picture,18.729,68.114,51.648,235.758,15.126,15,191
AP112,8,3,city,3,picture,22.845,50.403,21.135,214.241,12.176,1,131
AP112,8,3,city,4,picture,13.241,27.358,38.334,201.768,9.134,0,96
AP112,8,3,city,5,picture,13.932,40.628,65.175,219.153,13.946,0,118
AP112,8,3,city,6,picture,18.19,31.285,27.795,204.119,11.279,0,107
AP183,8,4,city,1,picture,16.933,72.865,32.408,233.125,20.88,15,212
AP183,8,4,city,2,picture,23.312,67.955,29.141,213.477,17.917,11,190
AP183,8,4,city,3,picture,16.296,67.484,28.384,214.774,16.127,11,176
AP183,8,4,city,4,picture,13.768,52.891,25.538,212.165,14.882,4,130
AP183,8,4,city,5,picture,18.694,63.741,26.208,217.808,14.541,15,133
AP183,8,4,city,6,picture,24.886,79.481,29.992,225.357,13.865,22,163
AP244,8,5,rural,1,picture,25.051,54.534,31.097,214.482,13.629,0,166
AP244,8,5,rural,2,picture,20.823,56.284,46.561,209.151,13.342,1,173
AP244,8,5,rural,3,picture,17.593,52.9,34.467,211.662,11.893,6,156
AP244,8,5,rural,4,picture,13.153,38.537,25.97,210.362,11.153,0,176
AP244,8,5,rural,5,picture,16.371,54.684,28.391,209.882,17.303,7,197
AP244,8,5,rural,6,picture,13.989,41.234,24.629,202.205,10.607,4,113
AP084,8,6,city,1,picture,18.199,68.008,28.186,215.974,20.932,8,214
AP084,8,6,city,2,picture,15.99,77.384,95.945,234.544,20.606,10,234
AP084,8,6,city,3,picture,15.494,69.215,32.878,214.427,21.628,0,205
AP084,8,6,city,4,picture,13.912,56.663,35.777,220.72,21.658,2,146
AP084,8,6,city,5,picture,15.501,59.732,28.918,218.022,21.962,1,149
AP084,8,6,city,6,picture,17.587,51.702,28.039,208.262,15.835,4,117
AP168,8,7,city,1,picture,18.341,73.617,38.733,246.004,22.303,15,223
AP168,8,7,city,2,picture,19.118,67.056,33.123,234.026,15.452,15,218
AP168,8,7,city,3,picture,20.541,58.584,24.519,223.437,13.218,9,144
AP168,8,7,city,4,picture,16.712,24.469,33.719,199.407,7.96,0,80
AP168,8,7,city,5,picture,17.49,43.241,44.829,226.58,14.739,0,134
AP168,8,7,city,6,picture,22.369,25.765,16.279,191.665,8.395,0,108
AP219,8,8,city,1,picture,19.241,60.537,36.518,233.188,19.191,0,211
AP219,8,8,city,2,picture,8.593,39.087,48.342,204.508,14.175,0,207
AP219,8,8,city,3,picture,15.317,42.951,24.696,225.588,12.198,1,134
AP219,8,8,city,4,picture,11.81,31.527,38.348,222.508,10.665,0,95
AP219,8,8,city,5,picture,14.917,63.872,76.419,244.999,17.778,10,155
AP219,8,8,city,6,picture,15.802,46.128,28.912,237.941,14.935,0,248
AP257,8,9,rural,1,picture,18.555,71.347,50.057,243.914,24.612,6,215
AP257,8,9,rural,2,picture,18.355,65.023,59.078,227.145,18.883,7,181
AP257,8,9,rural,3,picture,17.627,56.822,40.7,218.374,16.949,7,188
AP257,8,9,rural,4,picture,13.437,36.845,45.267,196.84,11.617,0,152
AP257,8,9,rural,5,picture,11.352,35.785,58.252,202.011,11.659,0,155
AP171,9,2,city,1,picture,18.772,87.984,46.797,253.251,24.225,14,220
AP171,9,2,city,2,picture,23.589,68.028,49.935,219.901,20.084,3,176
AP171,9,2,city,3,picture,22.752,91.311,31.227,225.674,23.833,11,201
AP171,9,2,city,4,picture,15.429,67.773,68.541,231.424,20.33,4,161
AP171,9,2,city,5,picture,23.755,93.948,39.076,238.16,23.47,21,186
AP171,9,2,city,6,picture,24.711,89.696,30.38,226.263,20.071,7,163
AP149,9,3,rural,1,picture,19.489,64.425,33.494,235.474,18.119,9,215
AP149,9,3,rural,2,picture,22.341,54.8,24.777,223.083,15.376,6,190
AP149,9,3,rural,3,picture,22.689,57.111,26.26,223.738,13.762,4,148
AP149,9,3,rural,4,picture,20.803,34.256,20.645,206.863,10.085,0,108
AP149,9,3,rural,5,picture,25.633,54.194,27.693,227.829,15.476,5,148
AP051,9,4,city,1,picture,16.864,65.476,35.681,220.628,19.355,11,253
AP051,9,4,city,2,picture,22.25,82.568,32.298,226.013,21.589,16,213
AP051,9,4,city,3,picture,19.19,76.175,28.002,219.074,15.909,16,177
AP051,9,4,city,4,picture,20.236,69.274,28.924,215.753,14.288,14,160
AP051,9,4,city,5,picture,26.376,81.159,25.434,212.209,15.472,12,166
AP051,9,4,city,6,picture,24.573,79.89,25.081,208.063,15.056,15,172
AP188,9,6,rural,1,picture,15.419,68.738,36.184,231.419,25.404,3,238
AP188,9,6,rural,2,picture,22.022,76.335,50.109,221.394,21.133,10,218
AP188,9,6,rural,3,picture,17.317,103.851,48.712,235.318,23.266,19,226
AP188,9,6,rural,4,picture,16.996,72.541,43.048,221.43,20.272,10,172
AP188,9,6,rural,5,picture,21.442,70.467,36.268,211.277,17.132,6,175
AP188,9,6,rural,6,picture,22.47,93.689,68.002,227.525,17.489,11,193
AP009,9,7,city,1,picture,14.32,68.368,33.627,237.591,17.274,9,234
AP009,9,7,city,2,picture,16.9,66.948,33.666,235.141,17.796,9,220
AP009,9,7,city,3,picture,25.516,78.979,26.897,226.452,15.794,13,196
AP009,9,7,city,4,picture,17.493,53.87,29.477,228.76,14.586,1,210
AP009,9,7,city,5,picture,24.039,57.517,29.41,224.668,15.443,0,137
AP093,9,8,rural,1,picture,19.299,66.132,35.397,239.227,23.05,6,192
AP093,9,8,rural,2,picture,18.209,58.504,32.848,233.344,19.15,1,194
AP093,9,8,rural,3,picture,20.019,59.252,29.707,227.658,15.337,5,164
AP093,9,8,rural,4,picture,13.742,45.314,29.051,225.145,15.007,1,115
AP093,9,8,rural,5,picture,24.018,67.028,35.944,231.542,20.14,6,159
AP093,9,8,rural,6,picture,22.057,64.682,48.834,233.407,18.324,14,160
AP258,9,9,rural,1,picture,17.223,40.91,22.731,209.667,16.321,0,166
AP258,9,9,rural,2,picture,18.379,79.921,35.314,233.474,32.259,3,212
AP258,9,9,rural,3,picture,17.972,95.447,33.787,231.805,28.028,12,191
AP258,9,9,rural,4,picture,12.135,66.967,32.282,223.267,20.535,10,170
AP258,9,9,rural,5,picture,18.858,94.943,32.887,231.393,23.239,13,212
AP258,9,9,rural,6,picture,21.754,104.177,30.819,230.275,22.821,17,186
AP279,10,1,rural,1,picture,17.349,52.992,27.885,221.133,22.757,0,243
AP279,10,1,rural,2,picture,16.8,43.886,61.725,204.94,17.592,0,169
AP279,10,1,rural,3,picture,19.173,57.513,44.837,216.83,17.774,7,186
AP279,10,1,rural,4,picture,12.878,52.296,50.526,221.983,13.893,2,159
AP279,10,1,rural,5,picture,17.569,51.997,29.602,214.514,14.676,1,166
AP184,10,2,city,1,picture,18.17,77.105,52.572,239.907,20.322,3,162
AP184,10,2,city,2,picture,18.498,92.605,66.324,237.881,22.247,2,179
AP184,10,2,city,3,picture,24.341,93.998,59.617,227.942,19.151,22,173
AP184,10,2,city,4,picture,11.743,62.07,37.275,233.092,15.078,12,142
AP184,10,2,city,5,picture,16.259,64.812,37.957,223.149,13.758,14,183
AP184,10,2,city,6,picture,19.122,73.103,29.218,221.236,18.06,18,158
AP201,10,3,rural,1,picture,18.866,84.93,35.225,242.288,18.232,20,214
AP201,10,3,rural,2,picture,20.135,83.068,117.685,237.808,21.71,19,233
AP201,10,3,rural,3,picture,23.035,54.314,23.493,219.421,23.34,0,189
AP201,10,3,rural,4,picture,17.417,44.573,24.706,225.275,13.218,0,135
AP201,10,3,rural,5,picture,19.605,58.264,27.623,228.508,16.077,3,205
AP201,10,3,rural,6,picture,24.56,46.663,24.061,212.482,14.203,0,178
AP266,10,5,rural,1,picture,16.538,57.825,29.643,213.79,16.209,1,181
AP266,10,5,rural,2,picture,19.656,53.895,51.048,203.518,14.369,0,176
AP266,10,5,rural,3,picture,22.669,71.591,27.87,222.636,16.924,6,160
AP266,10,5,rural,4,picture,14.887,59.885,26.443,214.626,12.399,6,172
AP266,10,5,rural,5,picture,21.341,70.349,27.724,212.876,15.428,1,169
AP266,10,5,rural,6,picture,22.074,67.052,32.005,200.179,14.641,3,197
AP036,10,6,city,1,picture,16.833,72.487,35.493,238.154,22.261,13,239
AP036,10,6,city,2,picture,18.115,55.731,24.678,207.138,14.574,9,157
AP036,10,6,city,3,picture,18.557,87.423,39.554,234.042,18.587,24,202
AP036,10,6,city,4,picture,13.523,67.746,51.83,234.647,17.81,8,189
AP036,10,6,city,5,picture,17.81,62.033,34.4,223.783,16.758,9,209
AP139,10,7,rural,1,picture,19.094,63.997,42.935,248.854,16.904,9,195
AP139,10,7,rural,2,picture,17.823,80.669,88.101,245.101,18.424,18,211
AP139,10,7,rural,3,picture,19.054,73.819,47.45,231.308,15.16,21,184
AP139,10,7,rural,4,picture,14.936,30.224,55.999,195.266,7.429,0,85
AP139,10,7,rural,5,picture,19.558,77.902,86.774,244.362,16.49,7,173
AP139,10,7,rural,6,picture,24.04,50.261,56.252,218.097,10.921,6,135
AP245,10,8,rural,1,picture,16.397,60.738,33.43,244.395,17.43,4,191
AP245,10,8,rural,2,picture,14.315,64.57,66.203,239.693,17.774,9,162
AP245,10,8,rural,3,picture,20.598,55.296,28.47,232.832,18.057,2,214
AP022,10,9,city,1,picture,20.32,93.976,36.075,240.784,29.107,16,198
AP022,10,9,city,2,picture,22.868,92.598,71.349,229.956,24.009,17,229
AP022,10,9,city,3,picture,23.874,92.764,29.248,224.473,22.882,16,210
AP022,10,9,city,4,picture,17.377,49.915,22.228,206.049,17.044,0,147
AP022,10,9,city,5,picture,22.748,73.748,29.033,221.271,22.133,9,209
AP022,10,9,city,6,picture,22.669,76.936,28.214,224.354,21.018,5,169
AP185,11,1,city,1,picture,16.86,50.478,31.167,195.749,16.685,0,233
AP185,11,1,city,2,picture,18.72,59.756,67.674,209.274,15.016,9,178
AP185,11,1,city,3,picture,14.408,79.21,28.283,224.118,18.473,16,210
AP185,11,1,city,4,picture,17.275,47.942,24.861,198.926,14.687,1,134
AP185,11,1,city,5,picture,17.421,70.053,36.688,225.257,14.178,17,193
AP185,11,1,city,6,picture,16.821,73.778,50.456,219.761,13.804,13,178
AP086,11,2,city,1,picture,14.993,88.264,49.855,251.261,17.873,33,218
AP086,11,2,city,2,picture,17.389,87.411,46.198,241.174,19.566,9,231
AP086,11,2,city,3,picture,17.723,55.171,46.225,216.268,16.602,5,171
AP086,11,2,city,4,picture,14.923,66.629,66.89,239.345,18.814,9,153
AP086,11,2,city,5,picture,15.871,81.669,78.061,240.09,19.667,12,180
AP086,11,2,city,6,picture,18.754,65.149,60.406,222.863,14.19,12,156
AP246,11,3,rural,1,picture,19.246,67.518,38.617,245.44,18.45,11,173
AP246,11,3,rural,2,picture,20.164,55.951,28.254,231.037,19.253,7,228
AP246,11,3,rural,3,picture,18.235,50.639,21.459,226.093,16.274,3,152
AP150,11,4,rural,1,picture,18.839,49.541,24.757,214.723,15.55,0,150
AP259,11,5,rural,1,picture,20.442,40.875,24.006,210.889,16.03,0,160
AP259,11,5,rural,2,picture,21.052,48.272,28.761,209.549,15.241,0,168
AP259,11,5,rural,3,picture,18.254,51.697,25.027,211.883,14.56,0,161
AP259,11,5,rural,4,picture,16.294,44.034,26.537,211.432,14.61,1,110
AP259,11,5,rural,5,picture,16.803,50.165,33.522,218.822,16.307,0,173
AP259,11,5,rural,6,picture,13.883,54.696,43.565,224.105,16.382,3,170
AP052,11,7,city,1,picture,18.973,52.627,36.463,239.119,16.125,3,224
AP052,11,7,city,2,picture,23.773,46.471,56.649,214.802,15.444,0,161
AP052,11,7,city,3,picture,18.653,57.729,29.339,225.339,19.603,0,191
AP052,11,7,city,4,picture,14.964,38.223,58.167,212.596,9.365,0,147
AP052,11,7,city,5,picture,18.818,60.998,61.371,229.013,15.884,2,180
AP052,11,7,city,6,picture,23.359,71.981,49.797,232.775,16.583,7,190
AP189,11,8,rural,1,picture,12.993,57.946,32.014,237.268,18.205,6,191
AP189,11,8,rural,2,picture,15.373,32.898,71.239,211.651,14.888,0,136
AP189,11,8,rural,3,picture,14.936,58.591,25.135,224.978,14.685,10,189
AP189,11,8,rural,4,picture,15.309,54.488,29.701,233.939,18.799,6,142
AP189,11,8,rural,5,picture,18.374,63.056,29.091,234.311,17.595,10,162
AP189,11,8,rural,6,picture,18.416,66.167,29.512,234.266,16.895,13,155
AP107,11,9,rural,1,picture,16.206,64.393,36.841,237.042,27.008,2,209
AP107,11,9,rural,2,picture,18.856,69.239,34.081,230.232,25.404,0,210
AP107,11,9,rural,3,picture,16.608,75.946,31.485,230.259,20.553,9,197
AP107,11,9,rural,4,picture,14.988,50.399,27.857,218.851,16.755,0,170
AP107,11,9,rural,5,picture,16.301,55.258,28.508,220.528,16.588,4,168
AP107,11,9,rural,6,picture,17.4,52.977,26.081,215.712,15.721,3,171
AP094,12,1,rural,1,picture,16.846,50.656,38.932,220.732,17.546,6,195
AP094,12,1,rural,2,picture,16.725,52.189,63.891,208.447,15.405,1,184
AP094,12,1,rural,3,picture,15.195,84.058,102.315,227.266,20.687,17,201
AP094,12,1,rural,4,picture,14.226,33.887,20.045,192.745,10.64,0,131
AP094,12,1,rural,5,picture,18.38,49.988,32.085,214.082,15.797,0,163
AP094,12,1,rural,6,picture,15.121,57.194,55.191,226.677,15.127,11,167
AP073,12,2,city,1,picture,16.036,58.155,44.704,241.868,20.139,4,222
AP073,12,2,city,2,picture,18.61,54.739,63.825,231.259,20.655,2,196
AP073,12,2,city,3,picture,13.18,60.788,59.774,232.788,19.54,6,158
AP073,12,2,city,4,picture,9.577,59.231,41.671,241.258,20.876,3,153
AP073,12,2,city,5,picture,12.919,47.195,38.254,226.925,15.253,0,145
AP073,12,2,city,6,picture,19.347,47.028,61.203,220.845,20.611,0,152
AP114,12,3,city,1,picture,17.661,50.012,27.954,229.198,15.16,6,204
AP114,12,3,city,2,picture,18.135,54.888,25.414,224.038,13.482,5,242
AP114,12,3,city,3,picture,18.895,66.743,27.089,227.9,14.456,5,175
AP114,12,3,city,4,picture,17.928,42.193,25.904,214.761,14.071,1,136
AP114,12,3,city,5,picture,18.209,44.34,32.602,228.192,12.726,0,139
AP130,12,4,city,1,picture,16.559,55.638,26.853,219.523,19.569,8,200
AP130,12,4,city,2,picture,18.534,68.801,27.44,225.273,19.763,12,214
AP130,12,4,city,3,picture,16.607,75.229,31.257,223.92,22.07,11,224
AP130,12,4,city,4,picture,15.233,58.089,30.408,220.736,16.676,9,189
AP130,12,4,city,5,picture,17.927,60.102,28.136,212.304,16.776,4,168
AP130,12,4,city,6,picture,26.224,95.068,35.562,236.652,19.71,26,188
AP142,12,5,rural,1,picture,17.394,49.014,24.35,206.636,18.497,0,193
AP142,12,5,rural,2,picture,16.656,58.961,27.599,210.032,19.295,0,183
AP142,12,5,rural,3,picture,17.554,61.663,28.998,220.435,18.934,5,142
AP142,12,5,rural,4,picture,13.89,53.261,34.097,221.917,17.904,6,157
AP142,12,5,rural,5,picture,18.208,53.441,27.409,210.448,18.218,0,159
AP142,12,5,rural,6,picture,23.863,56.994,24.237,208.104,16.366,4,164
AP234,12,6,city,1,picture,17.387,74.632,38.899,235.46,21.581,17,254
AP234,12,6,city,2,picture,19.761,85.995,37.283,229.615,25.713,5,248
AP234,12,6,city,3,picture,18.025,85.302,52.28,238.395,26.837,4,234
AP234,12,6,city,4,picture,13.673,47.217,34.779,216.702,18.109,0,151
AP234,12,6,city,5,picture,15.749,64.501,47.11,234.947,19.051,1,196
AP234,12,6,city,6,picture,19.894,81.701,63.895,241.988,18.675,11,219
AP267,12,7,rural,1,picture,18.933,56.902,35.691,239.954,19.954,0,221
AP267,12,7,rural,2,picture,20.674,53.279,31.149,229.178,14.459,6,136
AP267,12,7,rural,3,picture,17.565,47.797,28.047,224.216,13.637,4,162
AP267,12,7,rural,4,picture,15.431,35.675,23.811,218.289,12.369,0,131
AP267,12,7,rural,5,picture,14.757,54.943,35.265,239.592,16.191,6,168
AP202,12,8,rural,1,picture,22.851,78.117,33.463,239.811,19.723,1,210
AP202,12,8,rural,2,picture,17.182,79.336,27.936,225.599,19.707,12,151
AP202,12,8,rural,3,picture,24.101,75.979,23.505,217.71,17.801,7,181
AP202,12,8,rural,4,picture,19.059,45.531,24.383,220.837,12.288,2,159
AP202,12,8,rural,5,picture,21.44,80.247,33.568,239.582,18.024,22,179
AP202,12,8,rural,6,picture,22.177,69.057,28.633,227.775,15.647,12,154
AP172,12,9,city,1,picture,18.084,74.09,31.312,224.469,24.4,5,230
AP172,12,9,city,2,picture,17.029,71.334,25.118,209.39,22.097,5,211
AP172,12,9,city,3,picture,17.227,84.317,29.31,224.432,23.003,9,231
AP172,12,9,city,4,picture,14.503,69.713,30.424,223.244,19.864,6,176
AP172,12,9,city,5,picture,16.582,65.467,29.8,225.4,18.96,11,157
AP173,13,1,city,1,picture,14.833,47.941,26.006,207.746,22.078,0,208
AP173,13,1,city,2,picture,21.419,43.708,21.352,189.89,18.474,0,169
AP173,13,1,city,3,picture,12.332,70.605,32.069,217.558,20.988,4,201
AP173,13,1,city,4,picture,9.089,28.815,24.673,200.163,10.317,0,107
AP173,13,1,city,5,picture,22.142,67.977,27.265,222.565,19.957,8,177
AP173,13,1,city,6,picture,21.704,62.242,31.586,220.686,17.982,2,172
AP095,13,2,rural,1,picture,20.473,64.827,31.981,235.753,18.81,10,162
AP095,13,2,rural,2,picture,16.839,43.581,25.607,217.595,16.1,2,164
AP095,13,2,rural,3,picture,13.41,57.407,26.695,227.777,18.863,5,191
AP095,13,2,rural,4,picture,15.599,38.389,23.152,216.412,12.182,0,125
AP095,13,2,rural,5,picture,16.891,57.005,27.242,229.357,14.589,9,136
AP095,13,2,rural,6,picture,19.143,36.19,24.438,214.099,13.061,0,117
AP203,13,3,rural,1,picture,16.509,58.206,33.844,237.489,23.039,1,229
AP203,13,3,rural,2,picture,18.327,58.592,26.338,226.707,20.002,4,189
AP203,13,3,rural,3,picture,17.215,61.213,25.047,223.311,18.511,4,149
AP203,13,3,rural,4,picture,15.262,42.396,23.496,220.134,13.185,0,177
AP203,13,3,rural,5,picture,18.681,50.298,26.369,226.591,14.047,0,134
AP203,13,3,rural,6,picture,21.632,32.659,19.117,193.819,9.696,0,126
AP190,13,4,rural,1,picture,15.848,47.632,31.624,222.789,22.027,0,246
AP190,13,4,rural,2,picture,16.758,58.041,27.86,217.804,21.595,0,190
AP190,13,4,rural,3,picture,18.542,55.388,23.952,214.334,19.207,0,172
AP190,13,4,rural,4,picture,13.754,39.014,24.19,214.123,16.667,0,163
AP190,13,4,rural,5,picture,16.516,40.501,21.889,203.393,15.701,0,167
AP190,13,4,rural,6,picture,15.612,56.77,50.092,224.339,15.546,7,207
AP143,13,5,rural,1,picture,18.588,54.154,34.791,228.726,22.767,0,206
AP143,13,5,rural,2,picture,20.386,45.318,33.354,216.751,16.597,0,143
AP143,13,5,rural,3,picture,20.53,49.774,31.651,213.739,19.977,0,194
AP143,13,5,rural,4,picture,19.211,47.797,40.046,220.484,18.511,0,152
AP143,13,5,rural,5,picture,18.325,48.901,29.453,212.989,16.728,0,141
AP143,13,5,rural,6,picture,15.601,55.791,46.305,231.768,18.402,6,160
AP235,13,6,city,1,picture,15.908,72.277,31.684,234.262,18.351,15,200
AP235,13,6,city,2,picture,21.582,92.045,36.508,233.405,16.431,26,211
AP235,13,6,city,3,picture,21.451,97.209,37.263,236.442,18.057,26,240
AP235,13,6,city,4,picture,18.358,78.057,34.655,229.604,16.534,14,228
AP235,13,6,city,5,picture,23.621,82.625,28.736,220.166,16.014,15,181
AP235,13,6,city,6,picture,23.156,85.52,37.979,220.524,16.3,18,217
AP074,13,7,city,1,picture,19.451,65.121,36.228,240.85,17.804,1,210
AP074,13,7,city,2,picture,21.835,44.445,29.914,210.849,10.778,1,139
AP074,13,7,city,3,picture,21.956,66.923,31.88,227.976,12.693,3,158
AP074,13,7,city,4,picture,19.313,41.799,21.895,210.26,9.191,5,106
AP074,13,7,city,5,picture,18.992,66.366,31.564,229.608,12.996,10,180
AP074,13,7,city,6,picture,21.806,58.113,32.397,222.137,13.087,6,143
AP038,13,8,city,1,picture,17.554,68.142,36.229,244.457,24.833,0,209
AP038,13,8,city,2,picture,19.165,48.767,32.421,222.332,19.817,0,173
AP038,13,8,city,3,picture,17.645,55.792,29.057,231.06,20.756,2,209
AP038,13,8,city,4,picture,15.645,41.468,27.605,228.509,15.825,0,137
AP038,13,8,city,5,picture,14.413,58.831,35.315,242.601,18.169,8,204
AP038,13,8,city,6,picture,17.632,55.6,33.448,231.267,17.217,5,165
AP260,13,9,rural,1,picture,20.44,83.344,34.434,231.316,19.493,10,231
AP260,13,9,rural,2,picture,17.664,108.235,39.242,236.936,21.672,18,242
AP260,13,9,rural,3,picture,19.381,91.429,25.717,212.263,19.026,3,192
AP260,13,9,rural,4,picture,16.534,79.005,28.051,212.472,19.922,6,201
AP260,13,9,rural,5,picture,18.529,92.87,30.928,228.555,18.633,10,217
AP260,13,9,rural,6,picture,20.145,96.329,29.458,224.554,18.531,17,185
AP247,14,1,rural,1,picture,14.536,52.092,29.068,218.06,21.745,0,220
AP247,14,1,rural,2,picture,16.441,52.239,58.957,200.184,15.85,2,189
AP247,14,1,rural,3,picture,19.794,80.954,71.311,229.283,15.978,21,198
AP247,14,1,rural,4,picture,18.702,46.984,21.847,202.551,15.017,0,119
AP247,14,1,rural,5,picture,19.758,53.024,23.246,208.051,12.37,7,145
AP247,14,1,rural,6,picture,21.529,80.52,84.659,233.18,16.685,13,165
AP281,14,2,rural,1,picture,19.797,57.672,34.078,241.593,22.233,0,232
AP281,14,2,rural,2,picture,16.179,57.246,38.597,227.961,16.976,1,222
AP281,14,2,rural,3,picture,21.906,52.607,37.306,227.429,15.79,0,178
AP281,14,2,rural,4,picture,15.639,51.499,34.086,224.187,15.09,3,146
AP281,14,2,rural,5,picture,14.791,60.498,43.28,218.315,13.132,13,162
AP281,14,2,rural,6,picture,19.523,70.32,30.516,227.662,13.591,8,141
AP151,14,3,rural,1,picture,18.024,61.886,36.056,239.006,21.173,5,209
AP151,14,3,rural,2,picture,20.449,44.729,22.297,212.633,12.853,2,162
AP151,14,3,rural,3,picture,17.168,47.25,24.91,214.44,13.503,6,137
AP151,14,3,rural,4,picture,17.019,29.825,18.309,198.38,9.531,0,112
AP151,14,3,rural,5,picture,19.761,43.849,27.487,227.129,13.988,1,139
AP151,14,3,rural,6,picture,21.138,37.62,24.831,211.985,11.894,0,139
AP186,14,4,city,1,picture,18.169,74.839,27.729,221.031,22.708,6,201
AP186,14,4,city,2,picture,21.187,71.963,23.236,206.138,18.888,0,211
AP186,14,4,city,3,picture,20.72,110.717,33.768,234.615,17.423,29,210
AP186,14,4,city,4,picture,17.526,84.988,28.536,228.274,16.808,9,185
AP186,14,4,city,5,picture,21.929,87.108,24.594,213.182,14.591,6,240
AP186,14,4,city,6,picture,23.166,118.182,32.562,229.341,17.082,11,249
AP115,14,5,city,1,picture,14.705,44.388,25.207,208.143,14.681,0,193
AP115,14,5,city,2,picture,19.332,56.834,31.427,214.924,18.792,0,180
AP115,14,5,city,3,picture,17.415,63.14,28.674,217.352,20.071,3,131
AP115,14,5,city,4,picture,15.746,48.952,29.795,223.646,14.563,4,173
AP115,14,5,city,5,picture,20.917,49.235,25.073,211.748,12.454,0,128
AP115,14,5,city,6,picture,21.097,43.664,23.632,208.82,10.626,0,108
AP131,14,6,city,1,picture,19.003,86.537,39.977,239.309,22.023,23,255
AP131,14,6,city,2,picture,21.599,81.349,40.012,231.787,19.947,15,209
AP131,14,6,city,3,picture,18.696,84.59,69.892,227.751,16.239,30,176
AP131,14,6,city,4,picture,19.829,66.319,29.599,213.111,14.927,12,175
AP131,14,6,city,5,picture,23.815,92.144,36.994,225.176,20.131,26,196
AP131,14,6,city,6,picture,25.985,92.716,63.351,225.651,16.934,30,184
AP222,14,7,city,1,picture,17.472,62.393,35.955,237.597,14.599,9,189
AP222,14,7,city,2,picture,20.96,56.546,44.243,225.172,12.355,5,160
AP222,14,7,city,3,picture,21.313,64.734,56.333,230.986,12.138,4,147
AP222,14,7,city,4,picture,16.639,47.927,46.153,219.897,12.941,5,108
AP222,14,7,city,5,picture,23.147,66.643,58.901,229.436,15.959,2,157
AP222,14,7,city,6,picture,29.167,82.45,53.66,227.539,17.523,13,141
AP133,14,8,rural,1,picture,17.274,57.57,30.157,234.047,18.917,5,211
AP133,14,8,rural,2,picture,22.877,70.06,30.944,235.826,17.975,15,189
AP133,14,8,rural,3,picture,29.145,68.887,25.89,220.577,17.051,11,157
AP133,14,8,rural,4,picture,20.332,44.126,21.28,214.071,12.049,0,116
AP133,14,8,rural,5,picture,24.025,74.968,36.13,237.294,18.653,8,170
AP133,14,8,rural,6,picture,26.96,63.455,25.371,212.912,16.384,7,155
AP087,14,9,city,1,picture,14.545,66.43,35.273,232.875,30.646,0,249
AP087,14,9,city,2,picture,19.542,72.156,28.671,225.565,26.044,3,251
AP087,14,9,city,3,picture,19.834,93.108,32.053,227.437,22.555,20,218
AP087,14,9,city,4,picture,16.103,48.473,23.488,201.833,14.132,1,178
AP087,14,9,city,5,picture,21.332,60.964,23.472,203.647,15.993,7,156
AP087,14,9,city,6,picture,17.508,94.953,28.583,224.827,17.783,15,189
AP140,15,1,rural,1,picture,14.138,35.461,25.06,195.814,15.782,0,211
AP140,15,1,rural,2,picture,17.299,56.08,75.133,212.404,17.58,0,145
AP140,15,1,rural,3,picture,17.421,62.671,68.762,213.934,19.993,1,208
AP140,15,1,rural,4,picture,13.149,49.46,27.296,207.728,15.835,0,153
AP140,15,1,rural,5,picture,17.35,52.514,25.24,209.296,14.959,7,152
AP140,15,1,rural,6,picture,16.489,84.511,94.278,234.375,17.442,25,179
AP236,15,3,city,1,picture,18.006,80.312,69.364,247.163,22.614,16,240
AP236,15,3,city,2,picture,21.984,45.308,23.875,219.81,14.274,0,186
AP236,15,3,city,3,picture,22.592,38.586,19.956,201.609,11.682,0,133
AP236,15,3,city,4,picture,18.925,26.527,18.623,198.683,10.051,0,111
AP236,15,3,city,5,picture,21.822,45.648,27.207,226.241,15.469,2,175
AP236,15,3,city,6,picture,21.546,36.706,22.039,208.425,11.976,0,125
AP075,15,5,city,1,picture,17.794,55.493,33.573,219.371,19.505,0,240
AP075,15,5,city,2,picture,19.329,67.069,39.816,223.12,18.199,9,196
AP075,15,5,city,3,picture,20.499,63.925,36.97,220.068,15.957,1,208
AP075,15,5,city,4,picture,18.282,53.119,25.73,213.91,17.776,1,252
AP075,15,5,city,5,picture,17.428,49.276,26.335,203.015,14.078,0,165
AP075,15,5,city,6,picture,19.106,63.623,43.118,222.871,15.093,4,181
